"bse_scrip_name","nse_scrip_name","sector","company_name","bse_price","nse_price","bse_volume","nse_volume","sentimeter_score","market_cap_in_cr","pe","book_value","dividend_perc","market_lot","industry_pe","eps","pc","price_by_bookvalue","div_yield_perc","face_value","deliverables_perc","sma_30_50_150_200_bse","sma_30_50_150_200_nse","master_url"
"506820 ","ASTRAZEN ","PHARMACEUTICALS","AstraZeneca Pharma","1127.00","1125.05","1,450","14,510","NA","2,817.50","135.78","60.30","0.00%","1","36.22","8.30","78.21","18.69","-%","2.00",NA,"1161.49, 1166.44, 1112.45, 1060.88","1162.57, 1167.29, 1113.30, 1061.55","http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/astrazenecapharma/AZP"
"524206 "," ","PHARMACEUTICALS","Astron Drugs & Industries","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/astrondrugsindustries/ADI03"
"512433 "," ","PLANTATIONS - TEA & COFFEE","Asutosh Enterprises","NA","NA","NA","NA","NA","0.00","-","34.36","0.00%","100","19.34","1.62","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/asutoshenterprises/AEL"
"511144 "," ","FINANCE - HOUSING","Asya Infosoft","63.00","NA","1,301","NA","100%","32.21","76.83","9.34","0.00%","1","28.20","0.82","76.83","6.75","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/financehousing/asyainfosoft/SHF"
"500026 ","ATASHIND ","FINANCE - INVESTMENTS","Atash Industries","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/atashindustries/AI27"
"511648 "," ","FINANCE - INVESTMENTS","Atash Securities","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/atashsecurities/ASL04"
"527007 ","ATCOM ","ELECTRICALS","Atcom Technologies","NA","NA","NA","NA","NA","0.00","-","-99.38","0.00%","0","18.32","* -","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/electricals/atcomtechnologies/AT"
"530187 "," ","FINANCE - LEASING & HIRE PURCHASE","Atharv Enterprises","3.83","NA","5,200","NA","NA","32.56","191.50","2.24","0.00%","1","23.87","0.02","127.67","1.71","-%","1.00",NA,"3.28, 2.99, 2.25, 0.00",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/atharventerprises/AE14"
"539099 "," ","CONSTRUCTION & CONTRACTING - HOUSING","Athena Constructions","28.00","NA","10,000","NA","NA","21.00","-","10.10","0.00%","10000","25.58","* -","-","2.77","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/athenaconstructions/AC21"
"511718 "," ","FINANCE - INVESTMENTS","Athena Financial Services","NA","NA","NA","NA","NA","0.00","-","-154.06","0.00%","1","23.87","-","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/athenafinancialservices/AFS03"
"538713 "," ","COMPUTERS - SOFTWARE MEDIUM & SMALL","Atishay Infotech","63.00","NA","4,000","NA","NA","55.35","-","23.23","6.00%","4000","21.04","* -","-","2.71","0.95%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/atishayinfotech/AI19"
"532759 ","ATLANTA ","CONSTRUCTION & CONTRACTING - CIVIL","Atlanta","33.30","32.95","25,250","52,404","NA","271.40","27.30","45.20","15.00%","1","27.70","1.22","13.01","0.74","0.90%","2.00",NA,"31.73, 31.59, 45.11, 52.84","31.69, 31.58, 45.06, 52.78","http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/atlanta/A9"
"526843 "," ","LEATHER PRODUCTS","Atlanta Devcon","4.97","NA","56","NA","NA","6.99","-","13.30","0.00%","1","33.15","-","-","0.37","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/leatherproducts/atlantadevcon/SGV"
"530479 "," ","FINANCE - INVESTMENTS","Atlanta Infrastructure and Finance","NA","NA","NA","NA","NA","0.00","-","1.14","0.00%","1","23.87","0.02","-","-","-%","1.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/atlantainfrastructurefinance/KS"
"521208 ","ATLANTSPG ","TEXTILES - SPINNING - COTTON BLENDED","Atlantic Spinning and Weaving Mills","NA","NA","NA","NA","NA","0.00","-","102.79","12.00%","1","16.89","* -","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/atlanticspinningweavingmills/ASW"
"526991 ","ATLASCOPCO ","COMPRESSORS","Atlas Copco (India)","NA","NA","NA","NA","NA","0.00","-","272.35","50.00%","1","24.13","78.12","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/compressors/atlascopcoindia/ACI"
"505029 ","ATLASCYCLE ","MISCELLANEOUS","Atlas Cycle Industries","208.40","208.50","1,494","3,439","100%","67.77","-","259.22","0.00%","1","61.04","-","-","0.80","-%","10.00",NA,"212.81, 208.97, 207.40, 212.60","212.61, 208.89, 207.39, 212.57","http://www.moneycontrol.com/india/stockpricequote/miscellaneous/atlascycleindustries/ACI08"
"514394 "," ","TEXTILES - HOSIERY & KNITWEAR","Atlas Jewellery India","15.85","NA","2,428","NA","40%","159.54","-","17.05","0.00%","1","25.08","-","-","0.93","-%","10.00",NA,"18.97, 20.63, 49.38, 60.44",", , , ","http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/atlasjewelleryindia/GEW"
"519067 "," ","PESTICIDES & AGRO CHEMICALS","Atlas Soya Products","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/atlassoyaproducts/ASP"
"513313 "," ","STEEL - CR & HR STRIPS","Atma Steels","NA","NA","NA","NA","NA","0.00","-","-89.11","0.00%","100","-","* -","-","-","-%","0.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/atmasteels/AS11"
"511427 ","ATNINTER ","MEDIA & ENTERTAINMENT","ATN International","0.29","0.20","5,600","2,750","NA","1.14","7.25","1.26","0.00%","1","23.87","0.04","2.23","0.23","-%","4.00",NA,"0.33, 0.34, 0.00","0.26, 0.29, 0.30, 0.00","http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/atninternational/AI50"
"531790 "," ","MEDIA & ENTERTAINMENT","ATN Telefilms","NA","NA","NA","NA","NA","0.00","-","2.58","0.00%","1","45.38","0.01","-","-","-%","2.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/atntelefilms/ATN01"
"500027 ","ATUL ","DYES & PIGMENTS","Atul","1655.10","1652.15","1,813","4,842","100%","4,909.31","20.20","307.93","85.00%","1","6.42","81.95","16.45","5.37","0.51%","10.00",NA,"1644.40, 1589.16, 1347.85, 1317.98","1646.80, 1591.69, 1348.70, 1319.06","http://www.moneycontrol.com/india/stockpricequote/dyespigments/atul/A06"
"531795 ","ATULAUTO ","AUTO - 2 & 3 WHEELERS","Atul Auto","530.50","531.00","12,325","36,956","80%","1,201.58","29.65","53.50","100.00%","1","25.01","17.89","26.07","9.92","0.94%","5.00",NA,"474.66, 460.73, 452.98, 483.02","474.54, 460.70, 452.89, 483.05","http://www.moneycontrol.com/india/stockpricequote/auto23wheelers/atulauto/AA08"
"515047 "," ","GLASS & GLASS PRODUCTS","Atul Glass Industries","NA","NA","NA","NA","NA","0.00","-","27.48","","1","-","* -","-","-","-%","0.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/glassglassproducts/atulglassindustries/AGI02"
"522045 "," ","PUMPS","Aturia Continental","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/pumps/aturiacontinental/AC13"
"500028 ","ATVPROJ ","ENGINEERING - HEAVY","ATV Projects India","8.10","NA","4,933","NA","100%","43.03","1.12","-27.97","0.00%","1","30.82","7.25","1.11","-","-%","10.00",NA,"8.79, 8.58, 7.04, 5.97",", , , ","http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/atvprojectsindia/ATV"
"532459 "," ","TEXTILES - GENERAL","Aunde India","39.75","NA","153","NA","NA","42.62","-","29.89","0.00%","1","19.95","-","-","1.33","-%","10.00",NA,"33.85, 34.92, 41.63, 0.00",", , , ","http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/aundeindia/AFT02"
" ","AURANPAPER ","PAPER","Aurangabad Paper Mills","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/paper/aurangabadpapermills/APM02"
"502352 "," ","PAPER","Aurangabad Paper Mills","1.42","NA","11","NA","NA","0.83","-","-3.34","0.00%","1","17.95","-","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/paper/aurangabadpapermills/APM04"
"519363 "," ","AQUACULTURE","Auriferous Aqua Farma","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/aquaculture/auriferousaquafarma/AAF01"
"532668 ","AURIONPRO ","COMPUTERS - SOFTWARE MEDIUM & SMALL","aurionPro Solutions","227.90","225.00","7,119","19,842","100%","500.25","35.67","166.59","30.00%","1","21.04","6.39","21.66","1.37","1.32%","10.00",NA,"216.94, 211.38, 200.68, 208.29","216.93, 211.31, 200.61, 208.21","http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/aurionprosolutions/PS12"
"530233 "," ","PHARMACEUTICALS","Auro Laboratories","21.65","NA","1,026","NA","25%","13.49","16.65","12.36","0.00%","1","36.22","1.30","8.84","1.75","-%","10.00",NA,"16.46, 15.52, 13.09, 11.93",", , , ","http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/aurolaboratories/AL06"
"524804 ","AUROPHARMA ","PHARMACEUTICALS","Aurobindo Pharma","818.75","819.35","41,244","658,525","87%","47,812.10","32.36","94.68","450.00%","1","36.20","25.30","27.75","8.65","0.55%","1.00",NA,"826.98, 794.88, 737.39, 700.59","826.99, 794.84, 737.52, 700.73","http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/aurobindopharma/AP"
"512569 "," ","TEXTILES - HOSIERY & KNITWEAR","Auroknit Exports (India)","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/auroknitexportsindia/AEI"
"531336 "," ","MINING & MINERALS","Auroma Coke","6.00","NA","50","NA","NA","3.79","-","14.81","0.00%","1","12.47","-","-","0.41","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/miningminerals/auromacoke/ACL06"
"532103 "," ","PHARMACEUTICALS","Auromed","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/auromed/AL09"
"530885 "," ","FINANCE - INVESTMENTS","Aurum Soft Systems","0.80","NA","2,800","NA","NA","5.21","-","4.18","0.00%","1","21.04","* -","4.71","0.19","-%","2.00",NA,"0.84, 0.91, 1.24, 1.43",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/aurumsoftsystems/JS05"
"509009 ","AUSOMENT ","PACKAGING","Ausom Enterprise","22.95","23.40","1,835","180","NA","31.27","8.02","29.76","0.00%","1","23.87","2.86","8.00","0.77","-%","10.00",NA,"26.37, 24.98, 26.85, 28.12","26.10, 24.69, 26.88, 0.00","http://www.moneycontrol.com/india/stockpricequote/packaging/ausomenterprise/CE06"
"522005 "," ","BEARINGS","Austin Engineering Company","65.70","NA","1,257","NA","NA","22.85","12.71","163.95","15.00%","1","36.19","5.17","7.35","0.40","2.28%","10.00",NA,"63.35, 63.18, 68.26, 71.49",", , , ","http://www.moneycontrol.com/india/stockpricequote/bearings/austinengineeringcompany/AEC04"
"533016 ","AUSTRAL ","MISCELLANEOUS","Austral Coke & Projects","NA","0.40","NA","62,481","NA","0.00","-","-8.59","0.00%","1","12.47","-","0.73","-","-%","1.00",NA,"","0.45, 0.46, 0.51, 0.55","http://www.moneycontrol.com/india/stockpricequote/miscellaneous/australcokeprojects/ACP02"
"539177 "," ","FINANCE - GENERAL","Authum Investment & Infrastucture","31.50","NA","20","NA","NA","36.31","5.16","46.93","0.00%","1","23.87","6.11","5.16","0.67","-%","10.00",NA,"25.55, 24.39, 0.00",", , , ","http://www.moneycontrol.com/india/stockpricequote/financegeneral/authuminvestmentinfrastucture/AII01"
"505036 ","AUTOCORP ","AUTO ANCILLARIES","Automobile Corporation of Goa","415.00","NA","1,696","NA","NA","266.50","21.13","271.85","150.00%","1","13.00","19.64","19.16","1.53","3.61%","10.00",NA,"403.27, 401.97, 432.58, 438.95",", , , ","http://www.moneycontrol.com/india/stockpricequote/autoancillaries/automobilecorporationgoa/ACG"
"531994 "," ","AUTO ANCILLARIES","Auto Pins (I)","NA","NA","NA","NA","NA","0.00","-","10.21","0.00%","1","31.88","0.17","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/autoancillaries/autopinsi/API05"
"505062 "," ","AUTO ANCILLARIES","Auto Products","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/autoancillaries/autoproducts/AP23"
"520119 ","ASAL ","AUTO ANCILLARIES","Automotive Stampings and Assemblies","40.05","40.00","200","1,468","NA","63.54","-","26.78","0.00%","1","13.00","-","-","1.50","-%","10.00",NA,"37.46, 36.90, 39.89, 42.40","37.19, 36.74, 39.72, 41.64","http://www.moneycontrol.com/india/stockpricequote/autoancillaries/automotivestampingsassemblies/ASA01"
"520096 "," ","AUTO ANCILLARIES","Auto Tension","NA","NA","NA","NA","NA","0.00","-","-266.27","0.00%","100","31.88","* -","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/autoancillaries/autotension/AT10"
"532797 ","AUTOIND ","AUTO ANCILLARIES","Autoline Industries","45.10","45.40","5,826","19,937","NA","55.66","-","116.28","0.00%","1","39.91","-","-","0.39","-%","10.00",NA,"43.94, 45.38, 52.68, 55.54","44.01, 45.44, 52.71, 55.54","http://www.moneycontrol.com/india/stockpricequote/autoancillaries/autolineindustries/AI59"
"500029 ","AUTOLITIND ","AUTO ANCILLARIES","Autolite (India)","56.00","54.60","932","6,629","NA","59.25","21.05","31.96","0.00%","1","18.88","2.66","12.23","1.75","-%","10.00",NA,"56.42, 56.63, 50.58, 46.38","56.22, 56.45, 50.42, 46.25","http://www.moneycontrol.com/india/stockpricequote/autoancillaries/autoliteindia/AI31"
"505032 "," ","AUTO - 2 & 3 WHEELERS","Automobile Products of India","NA","NA","NA","NA","NA","0.00","-","-20.29","0.00%","50","25.01","1.44","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/auto23wheelers/automobileproductsindia/API06"
"505010 ","AUTOAXLES ","AUTO ANCILLARIES","Automotive Axles","705.00","705.00","711","1,137","100%","1,065.39","40.66","200.13","10.00%","1","10.58","17.34","24.48","3.52","0.14%","10.00",NA,"678.19, 681.73, 697.41, 710.71","678.40, 681.39, 694.74, 709.03","http://www.moneycontrol.com/india/stockpricequote/autoancillaries/automotiveaxles/AA06"
"517286 ","AUTOPALIND ","AUTO ANCILLARIES","Autopal Industries","29.75","NA","300","NA","NA","10.40","22.20","7.30","0.00%","100","18.88","1.34","11.40","4.08","-%","10.00",NA,"27.46, 28.95, 0.00",", , , ","http://www.moneycontrol.com/india/stockpricequote/autoancillaries/autopalindustries/AI32"
"500030 ","AUTORIDFIN ","FINANCE - LEASING & HIRE PURCHASE","Autoriders Finance","0.69","NA","150","NA","NA","0.90","-","-10.15","0.00%","1","23.87","-","-","-","-%","10.00",NA,"0.76, 0.77, 0.71, 0.00",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/autoridersfinance/AF20"
"512277 "," ","MISCELLANEOUS","Autoriders International","NA","NA","NA","NA","NA","0.00","-","420.52","0.00%","100","44.65","28.36","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/miscellaneous/autoridersinternational/AIL01"
"512149 "," ","COMPUTERS - SOFTWARE MEDIUM & SMALL","Avance Technologies","0.23","NA","317,900","NA","100%","45.58","-","1.62","0.00%","1","23.15","-","-","0.14","-%","1.00",NA,"0.19, 0.18, 0.20",", , , ","http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/avancetechnologies/AT18"
"532406 "," ","COMPUTERS - SOFTWARE MEDIUM & SMALL","Avantel","152.00","NA","3,820","NA","67%","61.63","134.51","45.32","15.00%","1","21.04","1.13","26.30","3.35","0.99%","10.00",NA,"115.49, 103.78, 102.43, 107.88",", , , ","http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/avantel/A19"
"512573 ","AVANTIFEED ","AQUACULTURE","Avanti Feeds","509.00","506.80","28,552","51,316","84%","2,311.63","15.78","57.26","275.00%","1","20.34","32.25","14.89","8.89","1.08%","2.00",NA,"553.81, 578.53, 463.91, 427.94","553.67, 578.60, 464.04, 0.00","http://www.moneycontrol.com/india/stockpricequote/aquaculture/avantifeeds/AF21"
"526556 ","AVERY ","ENGINEERING","Avery India","NA","NA","NA","NA","NA","0.00","-","56.46","0.00%","1","16.99","3.29","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/engineering/averyindia/AI33"
"531379 "," ","FOOD PROCESSING","AVI Export (India)","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/foodprocessing/aviexportindia/AVI"
"519467 "," ","MISCELLANEOUS","AVI Industries","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/miscellaneous/aviindustries/AVI01"
"523896 "," ","CHEMICALS","AVI Photochem","NA","NA","NA","NA","NA","0.00","-","12.65","0.00%","100","20.04","-","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/chemicals/aviphotochem/AVI02"
"539288 "," ","CHEMICALS","AVI Polymers","10.00","NA","0","NA","NA","4.09","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/chemicals/avipolymers/AVI04"
"523784 "," ","CHEMICALS","Avikem Resins","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/chemicals/avikemresins/AR02"
"512109 "," ","TRADING","Aviva Industries","27.55","NA","2,390","NA","NA","4.13","-","29.12","0.00%","1","20.71","-","-","0.95","-%","10.00",NA,"24.12, 25.38, 0.00",", , , ","http://www.moneycontrol.com/india/stockpricequote/trading/avivaindustries/AI55"
"532995 "," ","ENGINEERING","Avon Corporation","NA","NA","NA","NA","NA","0.00","-","-3.62","0.00%","1","20.71","-","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/engineering/avoncorporation/AC10"
"523531 ","AVONIND ","PACKAGING","Avon Industries","NA","NA","NA","NA","NA","0.00","-","-1.71","0.00%","100","2.00","* -","-","-","-%","0.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/packaging/avonindustries/AI34"
"531541 "," ","CHEMICALS","Avon Lifesciences","49.00","NA","13,774","NA","33%","114.78","-","6.23","0.00%","1","15.92","-","-","7.87","-%","10.00",NA,"48.00, 49.79, 41.37, 38.02",", , , ","http://www.moneycontrol.com/india/stockpricequote/chemicals/avonlifesciences/AO02"
"512265 "," ","FINANCE - INVESTMENTS","Avon Mercantile","NA","NA","NA","NA","NA","0.00","-","16.09","0.00%","1","23.87","0.82","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/avonmercantile/AML"
"511589 "," ","FINANCE - INVESTMENTS","Avonmore Capital & Management Services","13.71","NA","1","NA","NA","34.17","24.48","27.87","0.00%","1","23.87","0.56","24.48","0.49","-%","10.00",NA,"21.60, 24.63, 20.46, 18.67",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/avonmorecapitalmanagementservices/AC19"
"512335 "," ","MISCELLANEOUS","AVS World Trade","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/miscellaneous/avsworldtrade/AVS01"
"519105 ","AVTNPL ","EDIBLE OILS & SOLVENT EXTRACTION","AVT Natural Products","38.90","38.35","86,404","263,353","100%","592.38","24.94","12.72","50.00%","1","13.49","1.56","20.16","3.06","1.29%","1.00",NA,"32.55, 32.00, 32.96, 32.58","32.57, 32.01, 32.98, 32.57","http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/avtnaturalproducts/AVT02"
"526975 "," ","FINANCE - HOUSING","Awas Ayogen Vittnigam","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/financehousing/awasayogenvittnigam/AAV"
"513642 "," ","PLASTICS","Axel Polymers","6.40","NA","1,250","NA","NA","2.75","5.98","1.99","0.00%","1","39.63","1.07","2.92","3.22","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/plastics/axelpolymers/AP24"
"532215 ","AXISBANK ","BANKS - PRIVATE SECTOR","Axis Bank","462.45","462.25","305,444","4,850,296","89%","109,987.37","13.79","187.85","230.00%","1","19.72","33.53","13.13","2.46","0.99%","2.00",NA,"482.68, 489.83, 532.49, 541.35","482.72, 489.93, 532.48, 541.31","http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/axisbank/AB16"
"533570 ","AXISGOLD ","FINANCE - INVESTMENTS","Axis Mutual Fund - Gold ETF","2319.99","2296.00","8","41","NA","177.96","-","","","","-","-","-","-","-%","",NA,"2365.54, 2385.29, 2437.77, 0.00","2355.46, 2373.07, 2431.44, 2448.29","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/axismutualfundgoldetf/AMF02"
"532395 ","AXISCADES ","COMPUTERS - SOFTWARE MEDIUM & SMALL","AXISCADES Engineering Technologies","345.40","345.40","31,059","70,340","100%","939.13","51.63","32.39","0.00%","1","21.15","6.69","35.79","10.66","-%","5.00",NA,"317.00, 298.45, 262.48, 265.20","317.09, 298.55, 262.50, 265.37","http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/axiscadesengineeringtechnologies/AXI"
"505506 "," ","COMPUTERS - SOFTWARE MEDIUM & SMALL","Axon Finance","4.51","NA","1,700","NA","NA","3.45","-","17.23","0.00%","1","21.04","-","-","0.26","-%","10.00",NA,"3.67, 3.48, 0.00",", , , ","http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/axonfinance/AI47"
"523850 "," ","ENGINEERING","Axtel Industries","14.38","NA","2,950","NA","NA","23.23","7.08","15.84","0.00%","1","29.05","2.03","3.25","0.91","-%","10.00",NA,"11.64, 10.89, 11.31, 0.00",", , , ","http://www.moneycontrol.com/india/stockpricequote/engineering/axtelindustries/AI62"
"523168 "," ","MISCELLANEOUS","Ayepee Lamitubes","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/miscellaneous/ayepeelamitubes/AL10"
" "," ","","","","","","","NA","0.00","","","","","","","","","%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/ayokimercan/AM08"
"532385 ","AZTECSOFT ","COMPUTERS - SOFTWARE","Aztecsoft","NA","NA","NA","NA","NA","0.00","-","39.91","0.00%","1","24.00","1.67","-","-","-%","3.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/computerssoftware/aztecsoft/A13"
" "," ","","","","","","","NA","0.00","","","","","","","","","%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/azureeximservices/HC09"
"508136 "," ","PLANTATIONS - TEA & COFFEE","B and A","175.30","NA","11,778","NA","NA","54.34","6.63","154.71","30.00%","1","33.13","26.45","4.96","1.13","1.71%","10.00",NA,"151.29, 142.91, 139.52, 141.49",", , , ","http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/ba/BA06"
"512151 "," ","DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS","B Arunkumars International","NA","NA","NA","NA","NA","0.00","-","78.10","15.00%","100","28.05","18.13","-","-","-%","0.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/barunkumarsinternational/BAI"
"537766 "," ","CABLES - POWER & OTHERS","B C Power Controls","NA","NA","NA","NA","NA","0.00","-","18.17","0.00%","4000","29.68","* -","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/cablespowerothers/bcpowercontrols/PC13"
"531647 "," ","PAPER","B J Duplex Boards","NA","NA","NA","NA","NA","0.00","-","-7.97","0.00%","1","5.25","* -","-","-","-%","0.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/paper/bjduplexboards/BJD"
"526594 "," ","CONSTRUCTION & CONTRACTING - CIVIL","B Nanji Enterprises","16.00","NA","21","NA","NA","8.82","-","35.86","0.00%","1","25.58","-","-","0.45","-%","10.00",NA,"12.81, 12.16, 0.00",", , , ","http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/bnanjienterprises/BNE"
"536965 "," ","FINANCE - GENERAL","B P Capital","17.30","NA","478","NA","NA","5.21","865.00","9.51","0.00%","1","23.87","0.02","865.00","1.82","-%","10.00",NA,"16.00, 15.92, 0.00",", , , ","http://www.moneycontrol.com/india/stockpricequote/financegeneral/bpcapital/BPC01"
"523186 "," ","PACKAGING","B&A Packaging India","NA","NA","NA","NA","NA","0.00","-","26.85","5.00%","100","24.23","7.21","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/packaging/bapackagingindia/BAM01"
"504652 "," ","GLASS & GLASS PRODUCTS","B.D. Industries","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/glassglassproducts/bdindustries/BDI01"
"531268 "," ","COMPUTERS - SOFTWARE MEDIUM & SMALL","B2B Software Technologies","10.40","NA","400","NA","NA","12.05","9.29","4.34","0.00%","1","21.04","1.12","8.46","2.40","-%","10.00",NA,"8.45, 8.05, 0.00",", , , ","http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/b2bsoftwaretechnologies/RFS"
" "," ","MEDIA & ENTERTAINMENT","B4U","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/b4u/BU02"
"532380 "," ","MEDIA & ENTERTAINMENT","Baba Arts","2.17","NA","1,000","NA","NA","22.39","-","3.04","0.00%","1","45.38","-","-","0.71","-%","1.00",NA,"2.09, 2.44, 3.40, 3.98",", , , ","http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/babaarts/GM01"
