"bse_scrip_name","nse_scrip_name","sector","company_name","bse_price","nse_price","bse_volume","nse_volume","sentimeter_score","market_cap_in_cr","pe","book_value","dividend_perc","market_lot","industry_pe","eps","pc","price_by_bookvalue","div_yield_perc","face_value","deliverables_perc","sma_30_50_150_200_bse","sma_30_50_150_200_nse","master_url"
"533015 ","NUTEK ","TELECOMMUNICATIONS - SERVICE","Nu Tek India","0.68","0.70","41,017","45,991","100%","10.51","-","31.61","0.00%","1","27.70","-","17.00","0.02","-%","5.00",NA,"0.63, 0.58, 0.57","0.64, 0.57, 0.56, 0.57","http://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/nutekindia/NTI02"
"519337 "," ","EDIBLE OILS & SOLVENT EXTRACTION","Nu-Tech Agros","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/nutechagros/NTA"
"530725 "," ","ELECTRICALS","Nubal (India)","NA","NA","NA","NA","NA","0.00","-","10.39","0.00%","100","7.00","* -","-","-","-%","0.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/electricals/nubalindia/NI12"
"500311 ","NUCHEM ","MISCELLANEOUS","Nuchem","NA","NA","NA","NA","NA","0.00","-","-3.73","0.00%","1","24.20","-","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/miscellaneous/nuchem/N04"
"531209 ","NUCLEUS ","COMPUTERS - SOFTWARE MEDIUM & SMALL","Nucleus Software","263.40","264.70","16,547","64,525","50%","852.99","17.00","121.88","50.00%","1","21.04","15.49","14.03","2.16","1.90%","10.00",NA,"249.52, 247.77, 258.86, 241.24","249.50, 247.59, 258.71, 241.13","http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/nucleussoftware/NS"
"523852 "," ","ELECTRODES & GRAPHITE","Nucor Wires","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/nucorwires/NW"
"514207 "," ","TEXTILES - PROCESSING","Nufab Industries","NA","NA","NA","NA","NA","0.00","-","-14.79","0.00%","100","4.39","* -","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/nufabindustries/NI13"
"515109 "," ","GLASS & GLASS PRODUCTS","Nuline Glassware (India)","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/glassglassproducts/nulineglasswareindia/NGI02"
"507884 "," ","PACKAGING","Numech Emballage","NA","NA","NA","NA","NA","0.00","-","-8.41","0.00%","100","24.23","-","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/packaging/numechemballage/NE04"
"531983 "," ","FINANCE - LEASING & HIRE PURCHASE","Numero Uno Projects","NA","NA","NA","NA","NA","0.00","-","4.10","0.00%","1","25.58","-","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/numerounoprojects/NUP"
"531304 "," ","TEXTILES - SPINNING - SYNTHETIC BLENDED","Nutech Global","10.39","NA","2","NA","NA","3.33","28.86","21.33","0.00%","1","11.29","0.36","4.56","0.49","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/nutechglobal/NGL01"
"531075 "," ","EDIBLE OILS & SOLVENT EXTRACTION","Nutech Organic Chemicals","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/nutechorganicchemicals/NOC01"
"524764 "," ","PHARMACEUTICALS","Nutraplus India","309.00","NA","17,305","NA","100%","369.67","46.96","35.57","0.00%","1","36.22","6.58","39.87","8.69","-%","10.00",NA,"300.77, 283.12, 219.75, 194.12",", , , ","http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/nutraplusindia/NPI03"
"531819 "," ","TRADING","Nuway Organic Naturals (India)","NA","NA","NA","NA","NA","0.00","-","-15.37","0.00%","1","20.71","-","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/trading/nuwayorganicnaturalsindia/NON"
" "," ","MISCELLANEOUS","NV20","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/miscellaneous/nv20/NV"
"526488 "," ","MISCELLANEOUS","Nylofils","2.25","NA","0","NA","NA","1.23","-","0.32","0.00%","100","10.72","-","-","7.03","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/miscellaneous/nylofils/N05"
"504378 "," ","MISCELLANEOUS","Nyssa Corporation","80.00","NA","59,150","NA","NA","240.00","101.27","7.06","0.00%","1","20.71","0.79","101.27","11.33","-%","1.00",NA,"95.43, 93.50, 81.48, 74.70",", , , ","http://www.moneycontrol.com/india/stockpricequote/miscellaneous/nyssacorporation/RTC01"
"539116 "," ","MISCELLANEOUS","O. P. Chains","14.25","NA","10,000","NA","NA","9.76","-","43.89","","10000","23.87","* -","-","0.32","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/miscellaneous/opchains/C14"
" "," ","COMPUTERS - SOFTWARE MEDIUM & SMALL","Oasis Infotech","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/oasisinfotech/OI10"
"531782 "," ","FINANCE - INVESTMENTS","Oasis Media Matrix","NA","NA","NA","NA","NA","0.00","-","0.86","0.00%","1","23.87","* -","-","-","-%","1.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/oasismediamatrix/OMM01"
"512489 "," ","FINANCE - INVESTMENTS","Oasis Securities","33.70","NA","6,098","NA","NA","6.23","-","42.66","0.00%","1","23.87","-","-","0.79","-%","10.00",NA,"37.90, 37.59, 36.17, 0.00",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/oasissecurities/OS01"
"514114 "," ","TEXTILES - PROCESSING","Oasis Textiles","NA","NA","NA","NA","NA","0.00","-","7.19","0.00%","50","20.02","* -","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/oasistextiles/UI06"
"538547 "," ","EDIBLE OILS & SOLVENT EXTRACTION","Oasis Tradelink","50.75","NA","2,000","NA","NA","41.39","-","10.68","0.00%","4000","13.49","* -","-","4.75","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/oasistradelink/OT06"
"526803 "," ","PLASTICS","Oberoi Plastics","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/plastics/oberoiplastics/OP"
"533273 ","OBEROIRLTY ","CONSTRUCTION & CONTRACTING - REAL ESTATE","Oberoi Realty","258.00","258.40","14,830","99,303","100%","8,754.03","27.22","87.84","20.00%","1","25.58","9.48","24.64","2.94","0.78%","10.00",NA,"272.11, 266.37, 270.99, 276.02","272.13, 266.33, 271.09, 276.18","http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/oberoirealty/OR"
"535657 "," ","COMPUTERS - SOFTWARE MEDIUM & SMALL","Objectone Information Systems","5.76","NA","15,084","NA","NA","6.05","3.13","12.31","0.00%","1","29.68","1.84","2.44","0.47","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/objectoneinformationsystems/OIS"
"519491 "," ","PACKAGING","Ocean Agro (India)","13.52","NA","21","NA","NA","10.26","13.94","30.69","0.00%","1","24.23","0.97","6.09","0.44","-%","10.00",NA,"12.28, 13.63, 0.00",", , , ","http://www.moneycontrol.com/india/stockpricequote/packaging/oceanagroindia/OAI"
"532086 "," ","FINANCE - GENERAL","Ocean Infrastructure","NA","NA","NA","NA","NA","0.00","-","10.49","0.00%","1","23.87","* -","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/financegeneral/oceaninfrastructure/OI08"
"514468 "," ","TEXTILES - HOSIERY & KNITWEAR","Ocean Knits","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/oceanknits/OKL"
" "," ","COMPUTERS - SOFTWARE MEDIUM & SMALL","Oceana Software Solutions","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/oceanasoftwaresolutions/OSS"
"538019 "," ","FOOD PROCESSING","Oceanaa Biotek Industries","14.25","NA","40,000","NA","NA","8.55","-","17.04","0.00%","10000","20.71","* -","-","0.84","-%","10.00",NA,"13.73, 12.55, 0.00",", , , ","http://www.moneycontrol.com/india/stockpricequote/foodprocessing/oceanaabiotekindustries/OBI"
"517457 "," ","CONSUMER GOODS - ELECTRONIC","Oceanic Magnetics","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/oceanicmagnetics/OML"
"502165 ","OCL ","CEMENT - MAJOR","OCL India","490.00","494.10","581","6,545","NA","2,788.11","21.37","210.23","200.00%","1","32.22","22.93","10.35","2.33","0.82%","2.00",NA,"497.98, 501.06, 492.72, 491.25","500.55, 502.19, 495.25, 490.86","http://www.moneycontrol.com/india/stockpricequote/cementmajor/oclindia/OCL"
"533008 ","OISL ","STEEL - MEDIUM & SMALL","OCL Iron and Steel","13.39","13.30","4,788","63,549","NA","179.62","-","39.18","0.00%","1","6.02","-","-","0.34","-%","1.00",NA,"14.21, 15.00, 22.02, 21.95","14.18, 14.94, 21.97, 21.93","http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/oclironsteel/OCL03"
"538894 "," ","FINANCE - GENERAL","Octal Credit Capital","28.50","NA","10","NA","NA","14.25","114.00","10.37","0.00%","1","23.87","0.25","105.56","2.75","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/financegeneral/octalcreditcapital/OCC01"
"526745 "," ","MISCELLANEOUS","Octanorm India","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/miscellaneous/octanormindia/OIL01"
"533010 ","OCTAV ","FINANCE - INVESTMENTS","Octav Investments","NA","NA","NA","NA","NA","0.00","-","68.58","0.00%","1","19.75","0.87","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/octavinvestments/OI12"
"531996 "," ","FINANCE - LEASING & HIRE PURCHASE","Odyssey Corporation","2.09","NA","13,243","NA","NA","8.23","1.38","18.13","0.00%","1","45.38","1.51","1.35","0.12","-%","5.00",NA,"2.01, 1.88, 2.82, 3.26",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/odysseycorporation/OFS"
"530175 "," ","COMPUTERS - SOFTWARE MEDIUM & SMALL","Odyssey Technologies","37.00","NA","10,727","NA","NA","32.80","13.31","10.38","0.00%","1","21.04","2.78","12.13","3.56","-%","10.00",NA,"39.16, 38.58, 41.89, 49.58",", , , ","http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/odysseytechnologies/OT01"
"517465 "," ","MEDIA & ENTERTAINMENT","Odyssey Video Communications","NA","NA","NA","NA","NA","0.00","-","10.00","0.00%","0","24.35","-","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/odysseyvideocommunications/OVC"
"500313 ","OILCOUNTUB ","STEEL - TUBES & PIPES","Oil Country Tubular","31.40","30.95","11,811","31,017","100%","139.07","-","55.80","0.00%","1","12.50","-","10.16","0.56","-%","10.00",NA,"28.02, 27.96, 30.77, 31.55","28.03, 27.99, 30.77, 31.52","http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/oilcountrytubular/OCT"
"533106 ","OIL ","OIL DRILLING AND EXPLORATION","Oil India","388.00","388.30","42,701","761,688","89%","23,324.08","9.33","357.89","200.00%","1","12.02","41.59","7.21","1.08","5.15%","10.00",NA,"400.01, 416.02, 444.52, 455.23","399.90, 416.02, 444.44, 455.25","http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/oilindia/OI13"
"538607 "," ","FINANCE - GENERAL","Ojas Asset Reconstruction Company","40.40","NA","436,684","NA","100%","858.46","2,020.00","0.95","0.00%","1","23.87","0.02","2,020.00","42.53","-%","1.00",NA,"38.92, 40.88, 41.42, 44.51",", , , ","http://www.moneycontrol.com/india/stockpricequote/financegeneral/ojasassetreconstructioncompany/OAR"
"526427 "," ","LUBRICANTS","Ojas Technochem Products","NA","NA","NA","NA","NA","0.00","-","9.66","","1","1.05","* -","-","-","-%","0.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/lubricants/ojastechnochemproducts/OTP"
"526415 "," ","PLASTICS","OK Play India","138.80","NA","36,889","NA","100%","249.59","-","19.30","0.00%","1","30.07","-","-","7.19","-%","10.00",NA,"140.47, 136.42, 146.53, 142.64",", , , ","http://www.moneycontrol.com/india/stockpricequote/plastics/okplayindia/OKP"
"512563 "," ","FINANCE - INVESTMENTS","Okara Leasing and Investment","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/okaraleasinginvestment/OLI"
"511674 "," ","FINANCE - LEASING & HIRE PURCHASE","Olympia Capitals","NA","NA","NA","NA","NA","0.00","-","0.05","0.00%","1","23.87","-","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/olympiacapitals/OC"
"521105 "," ","TEXTILES - PROCESSING","Olympia Industries","145.60","NA","300","NA","100%","44.02","31.24","27.54","0.00%","100","20.02","4.66","27.52","5.29","-%","10.00",NA,"111.32, 120.31, 0.00",", , , ","http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/olympiaindustries/OI02"
"534190 "," ","PRINTING & STATIONERY","Olympic Cards","14.95","NA","2,453","NA","NA","24.38","-","23.27","5.00%","1","27.37","-","17.38","0.64","3.34%","10.00",NA,"14.44, 14.48, 17.14, 17.78",", , , ","http://www.moneycontrol.com/india/stockpricequote/printingstationery/olympiccards/OC04"
"511632 "," ","FINANCE - INVESTMENTS","Olympic Management and Financial Services","NA","NA","NA","NA","NA","0.00","-","6.01","0.00%","100","23.87","-","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/olympicmanagementfinancialservices/OMF"
"507609 "," ","EDIBLE OILS & SOLVENT EXTRACTION","Olympic Oil Industries","23.55","NA","1","NA","100%","6.72","0.45","78.19","0.00%","1","33.90","52.05","0.44","0.30","-%","10.00",NA,"12.50, 0.00",", , , ","http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/olympicoilindustries/OOI"
"531092 ","OMMETALS ","ENGINEERING","OM Metals Infraprojects","54.40","54.30","55,763","419,788","75%","523.89","18.76","55.98","20.00%","1","30.82","2.90","14.39","0.97","0.37%","1.00",NA,"53.27, 53.09, 43.62, 41.82","53.35, 53.15, 43.67, 41.87","http://www.moneycontrol.com/india/stockpricequote/engineering/ommetalsinfraprojects/OMM02"
"530489 "," ","FINANCE - INVESTMENTS","Om Sindhoori Capital Investment","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/omsindhooricapitalinvestment/OSC"
"507931 "," ","HOTELS","Om Sindoori Hotels","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/hotels/omsindoorihotels/OSH"
"538537 "," ","MISCELLANEOUS","Omansh Enterprises","26.60","NA","20,082","NA","100%","47.22","332.50","2.04","0.00%","1","33.24","0.08","266.00","13.04","-%","2.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/miscellaneous/omanshenterprises/OE04"
"520021 ","OMAXAUTO ","AUTO ANCILLARIES","Omax Autos","79.10","78.80","42,383","121,364","100%","169.18","28.35","100.37","0.00%","1","13.00","2.79","4.60","0.79","-%","10.00",NA,"57.36, 52.93, 48.06, 47.29","57.42, 52.98, 48.02, 47.17","http://www.moneycontrol.com/india/stockpricequote/autoancillaries/omaxautos/OA"
"532880 ","OMAXE ","CONSTRUCTION & CONTRACTING - REAL ESTATE","Omaxe","135.50","135.65","170,402","361,312","NA","2,478.30","56.22","90.85","5.00%","1","25.58","2.41","43.71","1.49","0.37%","10.00",NA,"135.61, 134.96, 134.49, 133.91","135.67, 134.98, 134.51, 133.94","http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/omaxe/O02"
"517409 "," ","COMPUTERS - HARDWARE","OMC Computers","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/computershardware/omccomputers/OMC"
"519479 "," ","MISCELLANEOUS","Omega Ag-Seeds (Punjab)","9.01","NA","229","NA","NA","7.12","450.50","10.11","0.00%","1","9.72","0.02","225.25","0.89","-%","10.00",NA,"9.33, 8.83, 11.54, 14.55",", , , ","http://www.moneycontrol.com/india/stockpricequote/miscellaneous/omegaagseedspunjab/OAS"
"511644 "," ","COMPUTERS - SOFTWARE MEDIUM & SMALL","Omega Interactive Technologies","NA","NA","NA","NA","NA","0.00","-","14.92","0.00%","1","21.04","0.31","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/omegainteractivetechnologies/OIT01"
"524406 "," ","PHARMACEUTICALS","Omega Laboratories","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/omegalaboratories/OL"
"531496 "," ","MISCELLANEOUS","Omkar Overseas","0.91","NA","651","NA","NA","0.46","-","9.89","0.00%","1","5.92","-","-","0.09","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/miscellaneous/omkaroverseas/OO"
"532167 "," ","CHEMICALS","Omkar Pharmachem","NA","NA","NA","NA","NA","0.00","-","9.20","0.00%","1","46.38","-","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/chemicals/omkarpharmachem/OPL"
"533317 ","OMKARCHEM ","CHEMICALS","Omkar Speciality Chemicals","212.00","212.05","250,573","647,368","100%","436.25","21.33","79.18","15.00%","1","46.88","9.94","19.45","2.68","0.71%","10.00",NA,"207.22, 196.60, 177.86, 173.07","207.11, 196.44, 177.78, 172.97","http://www.moneycontrol.com/india/stockpricequote/chemicals/omkarspecialitychemicals/OSC01"
"532340 "," ","COMPUTERS - SOFTWARE MEDIUM & SMALL","Omni Axs Software","0.67","NA","1,400","NA","NA","1.15","-","7.34","0.00%","1","21.04","-","-","0.09","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/omniaxssoftware/OAS01"
"524384 "," ","DYES & PIGMENTS","Omni Dye-Chem Exports","NA","NA","NA","NA","NA","0.00","-","4.76","0.00%","1","6.42","* -","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/dyespigments/omnidyechemexports/ODC"
"532882 ","OMNITECH ","COMPUTERS - SOFTWARE MEDIUM & SMALL","Omnitech Infosolutions","3.91","3.75","1,957","1","NA","5.87","-","27.38","0.00%","1","21.04","-","-","0.14","-%","10.00",NA,"3.84, 3.79, 5.19, 5.80","3.83, 3.94, 5.48, 6.16","http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/omnitechinfosolutions/OI01"
"517260 "," ","TELECOMMUNICATIONS - EQUIPMENT","Omnitel Industries","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/omnitelindustries/OIL"
"514324 "," ","TEXTILES - PROCESSING","Omnitex Industries","14.10","NA","315","NA","NA","5.93","141.00","14.56","0.00%","1","20.02","0.10","31.33","0.97","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/omnitexindustries/OI03"
"524101 ","NALCOCHEM ","CHEMICALS","Ondeo Nalco India","NA","NA","NA","NA","NA","0.00","-","133.99","0.00%","1","29.55","36.22","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/chemicals/ondeonalcoindia/ONI"
"0 "," ","COMPUTERS - SOFTWARE MEDIUM & SMALL","One97 Communications","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/one97communications/OC03"
"533632 ","ONELIFECAP ","FINANCE - INVESTMENTS","Onelife Capital Advisors","68.55","68.45","123,300","272,198","60%","91.58","-","35.95","0.00%","1","23.87","-","-","1.91","-%","10.00",NA,"65.41, 58.80, 55.85, 69.64","65.38, 58.77, 55.82, 69.60","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/onelifecapitaladvisors/OCA"
"535647 "," ","MEDIA & ENTERTAINMENT","Onesource Techmedia","5.30","NA","10,000","NA","NA","3.44","-","14.18","0.00%","10000","45.38","* -","-","0.37","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/onesourcetechmedia/OT04"
"500312 ","ONGC ","OIL DRILLING AND EXPLORATION","Oil and Natural Gas Corporation","235.50","235.10","194,697","2,343,298","79%","201,481.79","11.32","180.54","190.00%","1","13.49","20.81","6.90","1.30","4.03%","5.00",NA,"300.12, 305.70, 321.18, 336.80","300.06, 305.68, 321.20, 336.81","http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/oilnaturalgascorporation/ONG"
"0 "," ","OIL DRILLING AND EXPLORATION","Oil and Natural Gas Corporation FPO","","NA","0","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/oilnaturalgascorporationfpo/ONG01"
"511555 "," ","FINANCE - INVESTMENTS","Onida Finance","NA","NA","NA","NA","NA","0.00","-","-13.69","","100","23.87","-","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeinvestments/onidafinance/OF"
"517242 "," ","CONSUMER GOODS - ELECTRONIC","Onida Saka","NA","NA","NA","NA","NA","0.00","-","-2.06","0.00%","100","294.74","* -","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/onidasaka/OS"
"517210 ","ONIDASAVAK ","CONSUMER GOODS - ELECTRONIC","Onida Savak","NA","NA","NA","NA","NA","0.00","-","-10.28","0.00%","1","2.88","-","-","-","-%","0.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/onidasavak/OS02"
"532944 ","ONMOBILE ","COMPUTERS - SOFTWARE MEDIUM & SMALL","OnMobile Global","136.40","136.50","864,124","3,521,948","81%","1,492.96","47.03","66.44","15.00%","1","12.19","2.90","12.04","2.05","1.10%","10.00",NA,"104.07, 96.97, 90.19, 87.52","104.17, 97.06, 90.22, 87.54","http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/onmobileglobal/OG01"
"532607 "," ","COMPUTERS - SOFTWARE MEDIUM & SMALL","Ontrack Systems","NA","NA","NA","NA","NA","0.00","-","15.12","0.00%","1","21.04","-","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/ontracksystems/OS07"
"517536 ","ONWARDTEC ","COMPUTERS - SOFTWARE MEDIUM & SMALL","Onward Technologies","99.95","100.15","246,893","510,562","100%","147.64","46.71","28.76","0.00%","1","21.04","2.14","18.65","3.48","-%","10.00",NA,"76.29, 75.32, 63.72, 60.04","76.47, 75.40, 63.57, 59.79","http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/onwardtechnologies/OT"
"517376 "," ","CABLES - POWER & OTHERS","Opal Industries","NA","NA","NA","NA","NA","0.00","-","8.47","0.00%","1","6.93","0.14","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/cablespowerothers/opalindustries/OI11"
"0 ","OPAL ","MISCELLANEOUS","Opal Luxury Time Products","NA","113.50","NA","1,000","NA","0.00","-","","","","-","-","-","-","-%","",NA,"","110.93, 0.00, 0.00, 0.00","http://www.moneycontrol.com/india/stockpricequote/miscellaneous/opalluxurytimeproducts/OLT"
"507997 "," ","MISCELLANEOUS","OPG Metals & Finsec","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/miscellaneous/opgmetalsfinsec/OPG"
"531093 ","OPTELCOMM ","CABLES - TELEPHONE","Optel Telecommunications","NA","NA","NA","NA","NA","0.00","-","-3.00","0.00%","1","8.47","-","-","-","-%","10.00",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/cablestelephone/opteltelecommunications/OT02"
"530135 "," ","FINANCE - LEASING & HIRE PURCHASE","Optiemus Infracom","63.65","NA","8,812","NA","100%","546.21","18.78","29.04","0.00%","1","16.29","3.39","8.86","2.19","-%","10.00",NA,"45.43, 46.23, 39.95, 38.03",", , , ","http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/optiemusinfracom/AF02"
"532391 ","OPTOCIRCUI ","HOSPITALS & MEDICAL SERVICES","Opto Circuits India","13.00","12.95","343,875","1,330,577","67%","315.02","-","53.43","0.00%","1","16.00","-","-","0.24","-%","10.00",NA,"14.52, 15.38, 18.23, 19.12","14.52, 15.39, 18.25, 19.13","http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/optocircuitsindia/OCI01"
"532466 ","OFSS ","COMPUTERS - SOFTWARE","Oracle Financial Services Software","3917.15","3914.05","1,237","26,612","33%","33,216.33","35.08","352.70","13300.00%","1","21.15","111.66","32.88","11.11","16.98%","5.00",NA,"3917.73, 3897.21, 3817.74, 3688.67","3919.75, 3898.62, 3818.92, 3689.98","http://www.moneycontrol.com/india/stockpricequote/computerssoftware/oraclefinancialservicessoftware/OFS01"
"532837 ","ORBITCORP ","CONSTRUCTION & CONTRACTING - REAL ESTATE","Orbit Corporation","7.54","7.55","61,331","260,350","75%","85.93","-","60.49","0.00%","1","25.58","-","-","0.12","-%","10.00",NA,"7.14, 6.88, 8.18, 9.57","7.14, 6.88, 8.18, 9.56","http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/orbitcorporation/OC09"
"512626 ","ORBTEXP ","TEXTILES - WEAVING","Orbit Exports","385.00","382.85","2,745","5,493","100%","551.67","18.97","65.28","45.00%","1","5.92","20.29","16.30","5.90","1.17%","10.00",NA,"392.37, 394.02, 400.53, 392.66","393.07, 394.43, 400.91, 392.87","http://www.moneycontrol.com/india/stockpricequote/textilesweaving/orbitexports/OE"
"532091 "," ","COURIERS","Orbit Multimedia","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/couriers/orbitmultimedia/OM01"
"531342 "," ","TEXTILES - PROCESSING","Orbit Polyester","NA","NA","NA","NA","NA","0.00","-","","","","-","-","-","-","-%","",NA,"",", , , ","http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/orbitpolyester/OP01"
